,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,threshold,adj_p_signi,thr_signi
RAB32.2,3.00885805410287e-10,1.67352512536169,0.389,0.081,4.12634793539668e-06,7,RAB32,Up,Highly,Up_Highly
PLSCR1.2,4.30453162862889e-10,1.46080698195929,0.528,0.134,5.90323467550167e-06,7,PLSCR1,Up,Highly,Up_Highly
RAB22A,4.35716510603482e-10,1.53948631937413,0.278,0.044,5.97541622641615e-06,7,RAB22A,Up,Highly,Up_Highly
NME1-NME2,4.57570277769406e-10,1.26986710442248,0.333,0.06,6.27511878932964e-06,7,NME1-NME2,Up,Highly,Up_Highly
RNH1.6,5.05673365611027e-10,1.37095176949432,0.778,0.299,6.93480453598963e-06,7,RNH1,Up,Highly,Up_Highly
PYCARD.6,5.75920822197177e-10,1.01044740693011,0.917,0.362,7.89817815561208e-06,7,PYCARD,Up,Highly,Up_Highly
UBE2E2,6.52865407729142e-10,1.90905932843899,0.25,0.038,8.95339620159745e-06,7,UBE2E2,Up,Highly,Up_Highly
TPP1,6.72324738858743e-10,1.43037159347664,0.417,0.089,9.2202614687088e-06,7,TPP1,Up,Highly,Up_Highly
REPIN1,6.86987145756749e-10,1.55067796283457,0.306,0.053,9.42134171690806e-06,7,REPIN1,Up,Highly,Up_Highly
RPS27.6,8.05485542993992e-10,-0.983074549826639,1,0.993,1.10464287366196e-05,7,RPS27,Down,Highly,Down_Highly
RAC1.6,8.21732673613067e-10,0.982389230836861,0.972,0.429,1.12692418859296e-05,7,RAC1,Up,Highly,Up_Highly
HSH2D,8.25783958224517e-10,1.07003605986097,0.389,0.079,1.1324801203091e-05,7,HSH2D,Up,Highly,Up_Highly
COA5,8.90766418317157e-10,1.57897044620765,0.333,0.063,1.22159706608015e-05,7,COA5,Up,Highly,Up_Highly
MPST,1.0394162203261e-09,1.8653427660678,0.306,0.056,1.42545540455521e-05,7,MPST,Up,Highly,Up_Highly
LST1.7,1.38969068950195e-09,0.523436495402842,0.917,0.348,1.90582181158298e-05,7,LST1,Up,Highly,Up_Highly
ERCC1,1.41622335501905e-09,1.28436802050801,0.472,0.113,1.94220870907313e-05,7,ERCC1,Up,Highly,Up_Highly
NECAP1,1.58649233298294e-09,1.42837044377368,0.278,0.047,2.17571558545281e-05,7,NECAP1,Up,Highly,Up_Highly
NDUFV3,1.62879694361588e-09,1.29102772488394,0.361,0.072,2.23373212847481e-05,7,NDUFV3,Up,Highly,Up_Highly
NCF2.2,2.00923979376649e-09,0.874099823138983,0.611,0.167,2.75547145317137e-05,7,NCF2,Up,Highly,Up_Highly
ACAA1.1,2.27789494827112e-09,1.12733186277798,0.528,0.134,3.12390513205901e-05,7,ACAA1,Up,Highly,Up_Highly
ITM2C,2.38852613109324e-09,2.51292594870566,0.306,0.059,3.27562473618126e-05,7,ITM2C,Up,Highly,Up_Highly
ACTB.5,2.64597025037044e-09,0.76983314159867,1,0.991,3.62868360135802e-05,7,ACTB,Up,Highly,Up_Highly
HSCB,2.65390792235011e-09,1.61675285524917,0.278,0.048,3.63956932471094e-05,7,HSCB,Up,Highly,Up_Highly
IFNAR1,2.72303497482504e-09,1.46391534931389,0.333,0.065,3.73437016447506e-05,7,IFNAR1,Up,Highly,Up_Highly
TAGLN2.1,2.73714362681711e-09,1.0584200230811,1,0.501,3.75371876981698e-05,7,TAGLN2,Up,Highly,Up_Highly
GNL2,3.08759913711002e-09,1.60176184683718,0.278,0.048,4.23433345663268e-05,7,GNL2,Up,Highly,Up_Highly
MAP3K11,3.38072429994039e-09,1.63926435524597,0.306,0.057,4.63632530493825e-05,7,MAP3K11,Up,Highly,Up_Highly
ARPC1B.6,3.44758311349214e-09,0.820909223221576,1,0.739,4.72801548184313e-05,7,ARPC1B,Up,Highly,Up_Highly
DNAJC4,3.46639710033403e-09,1.2293246766664,0.472,0.115,4.75381698339809e-05,7,DNAJC4,Up,Highly,Up_Highly
TYROBP.7,3.5311106213805e-09,0.693802424317682,1,0.389,4.84256510616122e-05,7,TYROBP,Up,Highly,Up_Highly
KPNA2,4.45086376273995e-09,1.99405803406452,0.25,0.041,6.10391456422157e-05,7,KPNA2,Up,Highly,Up_Highly
IL6R,4.84078761937527e-09,1.4701436048741,0.306,0.057,6.63865614121124e-05,7,IL6R,Up,Highly,Up_Highly
CEBPD.5,5.00616962289594e-09,1.15433007979425,0.667,0.217,6.86546102083949e-05,7,CEBPD,Up,Highly,Up_Highly
CYC1.2,5.06750516979832e-09,1.12561266301232,0.639,0.187,6.94957658986142e-05,7,CYC1,Up,Highly,Up_Highly
ARF5.3,5.34084726133957e-09,1.1508123978039,0.806,0.291,7.32443793420109e-05,7,ARF5,Up,Highly,Up_Highly
MAP4K1,5.52364358726611e-09,1.42490995277337,0.333,0.067,7.57512481557674e-05,7,MAP4K1,Up,Highly,Up_Highly
CMPK2,5.95673471820329e-09,1.42560396733707,0.306,0.058,8.16906599254399e-05,7,CMPK2,Up,Highly,Up_Highly
PRDX3.1,6.10482927902577e-09,0.982629414651334,0.5,0.13,8.37216287325595e-05,7,PRDX3,Up,Highly,Up_Highly
BLVRB.1,6.32385424157127e-09,1.08159190016526,0.556,0.155,8.67253370689084e-05,7,BLVRB,Up,Highly,Up_Highly
BTK.1,6.34578386112296e-09,1.24128979481942,0.361,0.078,8.70260798714403e-05,7,BTK,Up,Highly,Up_Highly
SRGN.6,6.63090809036981e-09,1.14421255011015,0.972,0.592,9.09362735513316e-05,7,SRGN,Up,Highly,Up_Highly
TUBA1B.4,6.80391200976097e-09,1.3208282591623,0.861,0.422,9.33088493018619e-05,7,TUBA1B,Up,Highly,Up_Highly
ANXA5.6,8.69921955884888e-09,1.02974316406485,0.806,0.298,0.000119301097030054,7,ANXA5,Up,Highly,Up_Highly
RPL21.5,9.3563085002097e-09,-0.931746890067875,1,0.991,0.000128312414771876,7,RPL21,Down,Highly,Down_Highly
EIF4A1.4,9.98157793332517e-09,0.858591619968978,0.972,0.675,0.000136887359777621,7,EIF4A1,Up,Highly,Up_Highly
CTNNBIP1,1.01561698280424e-08,1.07026224006669,0.306,0.059,0.000139281713021774,7,CTNNBIP1,Up,Highly,Up_Highly
EIF4EBP1.2,1.07612386929685e-08,1.02382389674289,0.472,0.118,0.00014757962743537,7,EIF4EBP1,Up,Highly,Up_Highly
NAGK.2,1.1316067426447e-08,1.11015281155107,0.472,0.119,0.000155188548686294,7,NAGK,Up,Highly,Up_Highly
EPSTI1.2,1.18822478775428e-08,1.22508421274219,0.583,0.174,0.000162953147392622,7,EPSTI1,Up,Highly,Up_Highly
CPSF6,1.32605644488953e-08,1.01294229278738,0.361,0.077,0.00018185538085215,7,CPSF6,Up,Highly,Up_Highly
LAMTOR1.4,1.42478554408494e-08,0.91371854855987,0.861,0.337,0.000195395089515808,7,LAMTOR1,Up,Highly,Up_Highly
BTG1.5,1.5720157942518e-08,-1.60958538219389,0.889,0.876,0.000215586246023692,7,BTG1,Down,Highly,Down_Highly
FGR.4,1.76876160394824e-08,0.962682456946192,0.667,0.207,0.000242567966365462,7,FGR,Up,Highly,Up_Highly
BHLHE40,1.82869983928742e-08,1.98985945017355,0.278,0.053,0.000250787895959877,7,BHLHE40,Up,Highly,Up_Highly
UNC93B1.1,1.84043614087692e-08,1.33567139181337,0.361,0.08,0.000252397412359861,7,UNC93B1,Up,Highly,Up_Highly
CD83.1,1.89631356834392e-08,1.31864301182181,0.333,0.071,0.000260060442762686,7,CD83,Up,Highly,Up_Highly
B2M.4,2.39575589286234e-08,-0.694041788908975,1,1,0.000328553963147142,7,B2M,Down,Highly,Down_Highly
GAPDH.4,2.91632541226285e-08,0.791175775237359,1,0.84,0.000399944867037728,7,GAPDH,Up,Highly,Up_Highly
AKIRIN2.1,2.95505697579916e-08,1.23396882872934,0.472,0.125,0.000405256513661096,7,AKIRIN2,Up,Highly,Up_Highly
WDR61,3.00231589824058e-08,1.15915465988293,0.444,0.111,0.000411737602284713,7,WDR61,Up,Highly,Up_Highly
IDH3A,3.27751610942309e-08,1.39672540442504,0.25,0.044,0.000449478559246282,7,IDH3A,Up,Highly,Up_Highly
EMC8,3.48046999825388e-08,1.31192081844019,0.333,0.072,0.000477311655560537,7,EMC8,Up,Highly,Up_Highly
PGLS.6,3.59205534620674e-08,1.01460825799591,0.806,0.289,0.000492614470178793,7,PGLS,Up,Highly,Up_Highly
NAGA,4.01668219211225e-08,1.66393204768235,0.25,0.045,0.000550847795826274,7,NAGA,Up,Highly,Up_Highly
GNB1.1,4.02066524601683e-08,1.11474302998532,0.444,0.113,0.000551394031838748,7,GNB1,Up,Highly,Up_Highly
RPS27A.6,4.30755691758159e-08,-1.13951175079734,0.972,0.972,0.000590738355677139,7,RPS27A,Down,Highly,Down_Highly
CCDC22,4.35864862256973e-08,1.4078942665733,0.25,0.045,0.000597745072099213,7,CCDC22,Up,Highly,Up_Highly
COTL1.7,4.64651650264832e-08,0.876212117055767,0.944,0.621,0.000637223273173191,7,COTL1,Up,Highly,Up_Highly
PLBD1.1,4.69516899079295e-08,0.918371463449553,0.361,0.083,0.000643895475397346,7,PLBD1,Up,Highly,Up_Highly
CDKN1A,4.98881832580424e-08,1.85460924545403,0.306,0.067,0.000684166545200793,7,CDKN1A,Up,Highly,Up_Highly
CD300C.1,5.1135715646345e-08,1.64372672359613,0.25,0.046,0.000701275204373975,7,CD300C,Up,Highly,Up_Highly
TMSB10.3,5.23781635527627e-08,0.510791015778429,1,0.993,0.000718314134962588,7,TMSB10,Up,Highly,Up_Highly
PER1,5.32156731101139e-08,1.48899093825768,0.25,0.045,0.000729799741032102,7,PER1,Up,Highly,Up_Highly
RAB11FIP1,5.47369322716431e-08,1.34644012608188,0.306,0.063,0.000750662289173313,7,RAB11FIP1,Up,Highly,Up_Highly
ATG3.2,5.57301746466024e-08,1.04715335504352,0.639,0.206,0.000764283615103506,7,ATG3,Up,Highly,Up_Highly
C17orf49,5.65055513572455e-08,1.30824788072677,0.389,0.095,0.000774917131313265,7,C17orf49,Up,Highly,Up_Highly
ARMC10,6.00114021119829e-08,1.37944974968522,0.306,0.063,0.000822996368563734,7,ARMC10,Up,Highly,Up_Highly
EI24,6.61791374137718e-08,1.25749149459121,0.333,0.074,0.000907580690492466,7,EI24,Up,Highly,Up_Highly
CRTAP,7.64513793043801e-08,0.826691309837858,0.333,0.073,0.00104845421578027,7,CRTAP,Up,Highly,Up_Highly
SLC35B1,7.68193230402772e-08,1.43788420832124,0.306,0.065,0.00105350019617436,7,SLC35B1,Up,Highly,Up_Highly
RPL23A.6,8.23014441989133e-08,-0.785867009755063,1,0.989,0.0011286820057439,7,RPL23A,Down,Highly,Down_Highly
HEXA,8.63403154351179e-08,1.09955350720495,0.389,0.095,0.00118407108587721,7,HEXA,Up,Highly,Up_Highly
ACTG1.5,9.66016660921796e-08,0.697305960213409,1,0.858,0.00132479524878815,7,ACTG1,Up,Highly,Up_Highly
C1orf162.6,9.66289846993304e-08,1.67304564780395,0.806,0.377,0.00132516989616662,7,C1orf162,Up,Highly,Up_Highly
CSTB.5,9.7525820115352e-08,1.07772454989933,0.833,0.36,0.00133746909706194,7,CSTB,Up,Highly,Up_Highly
MLEC,1.00233819241957e-07,1.37532190108974,0.278,0.056,0.00137460659708419,7,MLEC,Up,Highly,Up_Highly
APEX1,1.01567324054616e-07,1.14725242536149,0.667,0.233,0.001392894282085,7,APEX1,Up,Highly,Up_Highly
PQBP1,1.04661608406759e-07,0.666854393056106,0.528,0.154,0.00143532929769029,7,PQBP1,Up,Highly,Up_Highly
NIPSNAP3A,1.09187747257009e-07,1.38575843146628,0.306,0.066,0.00149740076588262,7,NIPSNAP3A,Up,Highly,Up_Highly
PRELID1.5,1.1116690650592e-07,1.00507316837789,0.917,0.459,0.00152454295582218,7,PRELID1,Up,Highly,Up_Highly
MAGEF1,1.1799464119653e-07,1.56645348442131,0.278,0.057,0.00161817850936921,7,MAGEF1,Up,Highly,Up_Highly
TMEM69,1.24059559154236e-07,1.35223338045383,0.25,0.047,0.00170135279424119,7,TMEM69,Up,Highly,Up_Highly
TOP1,1.30691583226535e-07,0.934435097395681,0.306,0.065,0.0017923043723687,7,TOP1,Up,Highly,Up_Highly
LMNA,1.31706880491491e-07,2.3109698384924,0.278,0.06,0.00180622815906031,7,LMNA,Up,Highly,Up_Highly
RGS2.6,1.31915681131016e-07,0.99135275460627,0.722,0.27,0.00180909165103076,7,RGS2,Up,Highly,Up_Highly
NME1,1.39568478799953e-07,1.1234085797339,0.306,0.065,0.00191404211826256,7,NME1,Up,Highly,Up_Highly
TMEM55B,1.45110462889262e-07,1.04977222238892,0.306,0.065,0.00199004488806334,7,TMEM55B,Up,Highly,Up_Highly
S100A10.4,1.45766732976032e-07,1.16603333106782,0.917,0.636,0.0019990449760333,7,S100A10,Up,Highly,Up_Highly
CFDP1,1.57414844350505e-07,1.43318696759477,0.389,0.103,0.00215878717542283,7,CFDP1,Up,Highly,Up_Highly
URM1,1.6339669653587e-07,1.15907653542776,0.444,0.122,0.00224082229629293,7,URM1,Up,Highly,Up_Highly
APIP,1.63494348712861e-07,1.15628604016925,0.333,0.076,0.00224216149824818,7,APIP,Up,Highly,Up_Highly
CSF1R.1,1.71308457002915e-07,1.4143636873732,0.306,0.068,0.00234932417933797,7,CSF1R,Up,Highly,Up_Highly
SCIMP.1,1.73753275722695e-07,1.27251833924828,0.333,0.077,0.00238285242326104,7,SCIMP,Up,Highly,Up_Highly
EIF4E2.2,1.82240049004399e-07,0.763513696132106,0.528,0.151,0.00249924003204632,7,EIF4E2,Up,Highly,Up_Highly
NDUFV1,1.8540789033021e-07,1.04844380102436,0.472,0.132,0.00254268380798849,7,NDUFV1,Up,Highly,Up_Highly
TMEM205.1,1.88206501955372e-07,0.75361496589775,0.417,0.108,0.00258106396781597,7,TMEM205,Up,Highly,Up_Highly
RAB31,1.89775481699658e-07,1.49551333032889,0.25,0.049,0.00260258095602911,7,RAB31,Up,Highly,Up_Highly
SNRPD1.1,1.95272598765621e-07,0.997900173188728,0.667,0.208,0.00267796841947173,7,SNRPD1,Up,Highly,Up_Highly
SAT2.1,2.01790525711102e-07,0.816807157306554,0.556,0.164,0.00276735526960205,7,SAT2,Up,Highly,Up_Highly
NRROS,2.31393422336871e-07,1.36984553866083,0.278,0.058,0.00317332939392785,7,NRROS,Up,Highly,Up_Highly
AKR1A1,2.33799063390209e-07,0.911798787746411,0.5,0.143,0.00320632035533333,7,AKR1A1,Up,Highly,Up_Highly
LAMTOR2.3,2.62208155669873e-07,0.923156818667588,0.639,0.217,0.00359592264685664,7,LAMTOR2,Up,Highly,Up_Highly
GNB2.5,2.6536174127887e-07,0.966950525643671,0.722,0.258,0.00363917091989843,7,GNB2,Up,Highly,Up_Highly
ATP5J2.5,2.73679836501664e-07,0.798493559279762,0.833,0.319,0.00375324527778382,7,ATP5J2,Up,Highly,Up_Highly
LTB.7,2.83007601286511e-07,-2.71872184669142,0.472,0.704,0.00388116624404322,7,LTB,Down,Highly,Down_Highly
RPS11.4,2.91453159006611e-07,0.541543313447656,1,0.945,0.00399698862261666,7,RPS11,Up,Highly,Up_Highly
SEC13,2.9317391910405e-07,1.06702142541216,0.389,0.099,0.00402058712659294,7,SEC13,Up,Highly,Up_Highly
TMEM55A,2.96050667629231e-07,0.896980664055523,0.25,0.05,0.00406003885586728,7,TMEM55A,Up,Highly,Up_Highly
USF2,3.04702634507021e-07,0.781876774708323,0.389,0.099,0.00417869192962929,7,USF2,Up,Highly,Up_Highly
TPGS1,3.16921003288665e-07,1.24161363139919,0.417,0.116,0.00434625463910075,7,TPGS1,Up,Highly,Up_Highly
VPS29.1,3.32705935661418e-07,0.985341410638627,0.583,0.191,0.00456272920166068,7,VPS29,Up,Highly,Up_Highly
TACC1,3.3915545484493e-07,1.20046779687,0.306,0.069,0.00465117790774337,7,TACC1,Up,Highly,Up_Highly
UPF3B,3.47875105430258e-07,1.05947869912506,0.306,0.069,0.00477075919587056,7,UPF3B,Up,Highly,Up_Highly
IGFBP7.1,3.57690231125656e-07,0.634101617285309,0.333,0.081,0.00490536382965725,7,IGFBP7,Up,Highly,Up_Highly
FIBP.2,3.58435693081393e-07,0.793775084351673,0.556,0.167,0.00491558709491823,7,FIBP,Up,Highly,Up_Highly
ETFA.1,3.67335894639771e-07,0.734019926081731,0.472,0.128,0.00503764445908981,7,ETFA,Up,Highly,Up_Highly
ILF3,3.68363050579626e-07,0.851594925751,0.361,0.089,0.00505173087564899,7,ILF3,Up,Highly,Up_Highly
HEBP2,4.02104378608194e-07,1.67836025776019,0.278,0.061,0.00551445944823277,7,HEBP2,Up,Highly,Up_Highly
SLC39A3,4.13965717010959e-07,1.70153030332791,0.278,0.06,0.00567712584308829,7,SLC39A3,Up,Highly,Up_Highly
TOMM40,4.24852153804994e-07,0.860783725589024,0.278,0.059,0.00582642243728169,7,TOMM40,Up,Highly,Up_Highly
THRAP3,4.32936824534534e-07,0.809296336410738,0.417,0.109,0.0059372956116666,7,THRAP3,Up,Highly,Up_Highly
GAPT,4.33210122394385e-07,1.24176953315056,0.278,0.06,0.0059410436185166,7,GAPT,Up,Highly,Up_Highly
NUP210,4.64974076105278e-07,1.0926417177093,0.306,0.069,0.00637665447970778,7,NUP210,Up,Highly,Up_Highly
DAPP1,4.71981089074583e-07,0.885902455261768,0.278,0.059,0.00647274865556883,7,DAPP1,Up,Highly,Up_Highly
YWHAE.1,4.85531282698983e-07,0.943683132968772,0.472,0.138,0.00665857601093385,7,YWHAE,Up,Highly,Up_Highly
CHPT1,4.9893924013425e-07,1.06768866231478,0.417,0.114,0.0068424527392011,7,CHPT1,Up,Highly,Up_Highly
MRPL15,5.07417436937851e-07,1.36850376313795,0.306,0.071,0.00695872273016569,7,MRPL15,Up,Highly,Up_Highly
PPP3R1,5.08381178308554e-07,1.23380227114329,0.25,0.05,0.00697193947932351,7,PPP3R1,Up,Highly,Up_Highly
REL,5.14076261638765e-07,1.456414470839,0.389,0.104,0.00705004185211403,7,REL,Up,Highly,Up_Highly
PTPRCAP.5,5.36107520431885e-07,-2.43963302147811,0.306,0.645,0.00735217853520287,7,PTPRCAP,Down,Highly,Down_Highly
CMTM3,5.61887501919966e-07,1.00331206503354,0.5,0.151,0.00770572520133041,7,CMTM3,Up,Highly,Up_Highly
BRE,5.93442232310509e-07,0.850681644706808,0.306,0.069,0.00813846677390632,7,BRE,Up,Highly,Up_Highly
ACYP2,6.0163756651676e-07,1.63219006906794,0.278,0.062,0.00825085758721085,7,ACYP2,Up,Highly,Up_Highly
MICAL1,6.10830896815749e-07,1.69435314468326,0.25,0.052,0.00837693491893119,7,MICAL1,Up,Highly,Up_Highly
FBXO6,6.20039388707585e-07,1.72127143683951,0.25,0.052,0.00850322017673582,7,FBXO6,Up,Highly,Up_Highly
ARHGEF40.1,6.24779789962447e-07,1.43811151107992,0.25,0.052,0.008568230039545,7,ARHGEF40,Up,Highly,Up_Highly
ISOC2,6.49958999854939e-07,0.921603621446485,0.278,0.06,0.00891353772401063,7,ISOC2,Up,Highly,Up_Highly
PRCP,6.9781083164981e-07,1.28155538197325,0.306,0.072,0.00956977774524549,7,PRCP,Up,Highly,Up_Highly
PRKCD,7.0075759787354e-07,1.08234076203789,0.25,0.051,0.00961018969723772,7,PRKCD,Up,Highly,Up_Highly
RNF181.2,7.73186614198923e-07,0.69407411546299,0.639,0.211,0.010603481227124,7,RNF181,Up,Lowly,Up_Lowly
ODF3B.2,7.76704687297153e-07,0.838152037940529,0.417,0.115,0.0106517280815932,7,ODF3B,Up,Lowly,Up_Lowly
VKORC1,8.17848120470245e-07,0.565367062448239,0.444,0.123,0.0112159691241289,7,VKORC1,Up,Lowly,Up_Lowly
C21orf2,8.48274311568456e-07,1.43744941146591,0.25,0.052,0.0116332339088498,7,C21orf2,Up,Lowly,Up_Lowly
FAM46A.1,8.54108592856983e-07,1.41903945361988,0.278,0.063,0.0117132452424407,7,FAM46A,Up,Lowly,Up_Lowly
OS9,8.71389357429893e-07,1.20803016002126,0.444,0.131,0.0119502336477936,7,OS9,Up,Lowly,Up_Lowly
SLC25A6.4,8.71598115959714e-07,0.764826487237226,1,0.825,0.0119530965622715,7,SLC25A6,Up,Lowly,Up_Lowly
AAMP,8.89658872028839e-07,0.652623918153793,0.417,0.112,0.0122007817710035,7,AAMP,Up,Lowly,Up_Lowly
SAMD9L,8.98753012928667e-07,1.01255555144779,0.361,0.095,0.0123254988193037,7,SAMD9L,Up,Lowly,Up_Lowly
CPPED1.2,9.22361667040289e-07,1.30775132227563,0.361,0.099,0.0126492679017905,7,CPPED1,Up,Lowly,Up_Lowly
FKBP3,9.92986520251874e-07,2.19182532013179,0.389,0.104,0.0136178171387342,7,FKBP3,Up,Lowly,Up_Lowly
CNPY3.6,9.94062357297901e-07,1.03329733184883,0.667,0.273,0.0136325711679834,7,CNPY3,Up,Lowly,Up_Lowly
RAD50,1.05065669361918e-06,1.08032128867427,0.25,0.052,0.0144087058962934,7,RAD50,Up,Lowly,Up_Lowly
TMED10.1,1.10059448523826e-06,1.05772510779402,0.556,0.186,0.0150935527705575,7,TMED10,Up,Lowly,Up_Lowly
SF3B4,1.10494575537072e-06,1.04248794765619,0.333,0.083,0.0151532260891541,7,SF3B4,Up,Lowly,Up_Lowly
VAMP8.4,1.11229264273799e-06,0.844530199567003,0.944,0.498,0.0152539813025089,7,VAMP8,Up,Lowly,Up_Lowly
HMGA1,1.14925774699768e-06,1.12076610976982,0.417,0.119,0.0157609207423262,7,HMGA1,Up,Lowly,Up_Lowly
CD3D.7,1.19779644047709e-06,-4.2191176533359,0.167,0.525,0.0164265803847028,7,CD3D,Down,Lowly,Down_Lowly
SUMO3,1.28549850706183e-06,0.625669272642821,0.611,0.206,0.0176293265258459,7,SUMO3,Up,Lowly,Up_Lowly
LILRB2.1,1.3377119681486e-06,1.00063808091947,0.361,0.095,0.0183453819311899,7,LILRB2,Up,Lowly,Up_Lowly
DUSP23,1.38592998926281e-06,2.01316932653076,0.361,0.096,0.0190066438727501,7,DUSP23,Up,Lowly,Up_Lowly
DNAJB12,1.41112279886617e-06,1.06141320906893,0.25,0.053,0.0193521380636507,7,DNAJB12,Up,Lowly,Up_Lowly
MAP7D1,1.42040687728747e-06,1.07722509634253,0.306,0.074,0.0194794599151204,7,MAP7D1,Up,Lowly,Up_Lowly
SPG21.2,1.43317337434465e-06,0.547138118334008,0.556,0.17,0.0196545396557626,7,SPG21,Up,Lowly,Up_Lowly
ATP2B1.1,1.45397794329303e-06,1.04553266899311,0.361,0.096,0.0199398535143207,7,ATP2B1,Up,Lowly,Up_Lowly
YIF1A,1.55088421582369e-06,1.06070214647815,0.361,0.095,0.0212688261358061,7,YIF1A,Up,Lowly,Up_Lowly
DDIT4.2,1.56274433005041e-06,0.682859085755549,0.639,0.214,0.0214314757423113,7,DDIT4,Up,Lowly,Up_Lowly
IRF8.1,1.68467119885591e-06,1.96551026837491,0.361,0.106,0.02310358082111,7,IRF8,Up,Lowly,Up_Lowly
CYBA.5,1.6850414523314e-06,0.634815612970711,1,0.841,0.0231086584772728,7,CYBA,Up,Lowly,Up_Lowly
FAM133B,1.76303990045309e-06,0.849672258210611,0.333,0.083,0.0241783291948137,7,FAM133B,Up,Lowly,Up_Lowly
PAFAH1B1,1.83488396378837e-06,0.817280590895854,0.278,0.063,0.0251635986793937,7,PAFAH1B1,Up,Lowly,Up_Lowly
RNASET2.5,1.92915660864876e-06,0.932989725793097,0.917,0.488,0.0264564537310091,7,RNASET2,Up,Lowly,Up_Lowly
PPT1.2,2.12515670651448e-06,1.31767935244505,0.528,0.187,0.0291443990731395,7,PPT1,Up,Lowly,Up_Lowly
LTV1,2.16354650804763e-06,0.751612962809115,0.25,0.054,0.0296708768113651,7,LTV1,Up,Lowly,Up_Lowly
IFITM3.5,2.18236940268228e-06,1.04533166330891,0.583,0.217,0.0299290139883848,7,IFITM3,Up,Lowly,Up_Lowly
HNRNPD,2.36639567002528e-06,0.902748754048243,0.389,0.107,0.0324527502187267,7,HNRNPD,Up,Lowly,Up_Lowly
OXA1L.1,2.42855227678635e-06,0.813035075881999,0.583,0.196,0.033305165923848,7,OXA1L,Up,Lowly,Up_Lowly
MRPS25,2.46486597584246e-06,1.27122464070044,0.278,0.065,0.0338031719927035,7,MRPS25,Up,Lowly,Up_Lowly
HLA-E.3,2.4898204626038e-06,-1.13843019353438,0.917,0.882,0.0341453978241485,7,HLA-E,Down,Lowly,Down_Lowly
FAM26F.6,2.49615355860968e-06,0.783839970668414,0.611,0.221,0.0342322499027731,7,FAM26F,Up,Lowly,Up_Lowly
HAUS1,2.58687144408057e-06,1.03207450189367,0.278,0.065,0.035476354984121,7,HAUS1,Up,Lowly,Up_Lowly
DNM2,2.61240414641022e-06,1.33349370250516,0.278,0.066,0.0358265104638697,7,DNM2,Up,Lowly,Up_Lowly
RNF5,2.65852085941154e-06,0.783007429483114,0.472,0.142,0.0364589550659699,7,RNF5,Up,Lowly,Up_Lowly
NAMPT.1,2.67399178152111e-06,1.12043070729855,0.333,0.087,0.0366711232917805,7,NAMPT,Up,Lowly,Up_Lowly
SNRNP27,2.79051924648329e-06,1.22064897617358,0.25,0.056,0.0382691809462719,7,SNRNP27,Up,Lowly,Up_Lowly
ATF3,2.91888684730286e-06,1.586915256613,0.25,0.057,0.0400296142239115,7,ATF3,Up,Lowly,Up_Lowly
IRF7.1,3.05847754370841e-06,1.91133622773055,0.472,0.158,0.0419439610344172,7,IRF7,Up,Lowly,Up_Lowly
RAB7A.3,3.06150476826122e-06,0.750384434910702,0.75,0.305,0.0419854763919343,7,RAB7A,Up,Lowly,Up_Lowly
CAT.1,3.31634698768077e-06,2.0250338417244,0.417,0.136,0.0454803825890541,7,CAT,Up,Lowly,Up_Lowly
RPS25.5,3.35886013254077e-06,-0.767117049023857,1,0.979,0.0460634078576641,7,RPS25,Down,Lowly,Down_Lowly
FKBP5,3.51276660263338e-06,0.683252085920657,0.306,0.077,0.0481740811885142,7,FKBP5,Up,Lowly,Up_Lowly
GP9,0,12.7382165714222,0.867,0.001,0,8,GP9,Up,Highly,Up_Highly
AP001189.4,0,10.9343415485241,0.8,0.001,0,8,AP001189.4,Up,Highly,Up_Highly
ITGA2B,0,11.8433220725873,0.8,0.002,0,8,ITGA2B,Up,Highly,Up_Highly
TMEM40,0,11.5666849938844,0.733,0.001,0,8,TMEM40,Up,Highly,Up_Highly
SEPT5,0,11.7208643962786,0.667,0.001,0,8,SEPT5,Up,Highly,Up_Highly
LY6G6F,3.8871175322611e-314,14.184761849952,0.533,0,5.33079298374288e-310,8,LY6G6F,Up,Highly,Up_Highly
TREML1,5.04577860239177e-280,11.285254562415,0.733,0.002,6.91978077532007e-276,8,TREML1,Up,Highly,Up_Highly
PTCRA,1.53416782139769e-238,11.340672461449,0.733,0.003,2.1039577502648e-234,8,PTCRA,Up,Highly,Up_Highly
SPARC,6.67891125676481e-216,9.54458920745945,0.933,0.008,9.15945889752726e-212,8,SPARC,Up,Highly,Up_Highly
SCGB1C1,5.83520321961409e-214,10.5627095693117,0.467,0.001,8.00239769537876e-210,8,SCGB1C1,Up,Highly,Up_Highly
CLDN5,2.10567220774718e-202,13.0870219796213,0.4,0,2.88771886570448e-198,8,CLDN5,Up,Highly,Up_Highly
HGD,2.36131956353612e-202,10.9808595420721,0.4,0,3.23831364943344e-198,8,HGD,Up,Highly,Up_Highly
GNG11,6.13014154668131e-200,11.1789325324431,0.933,0.009,8.40687611711875e-196,8,GNG11,Up,Highly,Up_Highly
RP11-879F14.2,6.5952103377268e-197,13.7521478229135,0.333,0,9.04467145715853e-193,8,RP11-879F14.2,Up,Highly,Up_Highly
